Job Title,Company,Employer Email,Salary,Avg Salary,Lower Salary Range,Upper Salary Range,Job Highlights,Job Description,Career Level,Qualification,Years of Experience,Job Type,Company Website,Job Link,Job Functions,Industry,Date Posted,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Senior IT Business Analyst - up to 78k (Agile - Permanent),Talent Fields Hong Kong Company Limited,NULL,HK$45K - 55K /month ,50000,45,55,"['Team Management', 'Perm role', 'Experience implementing and working with vendors']","['Principal Accountabilities:\xa0 \xa0 \xa0\xa0', 'The Project Manager is accountable to infrastructure steering committee, Project Manager (I and project management practice manager to:', 'Manage a pool for both internal and external resources to design, build the platform and services and implement them to production on time, within budget and with good quality.\xa0', 'Collaborate with Project Management Practice Manager to implement project management practice across all IT projects', 'Adopt necessary standard and best practices for project management and ensure compliance', 'Plans, directs and coordinates activities of infrastructure projects to ensure that goals or objectives of projects are accomplished within prescribed time frames and funding parameters', 'Collaborate with Infrastructure Architects to drive technology innovation to achieve CPAs \xa0strategic plan and business objectives', 'Collaborate with Enterprise Testing team to define the quality assurance test plans that meet the company practices and standards.', 'Keep abreast of the latest trends in technology, ensure timely exploration and proactively communicate IMs position towards the introduction of relevant / key emerging technologies', 'Knowledge, Skills & Qualifications:', 'Minimum 9 years of IT experience with at least 7 years in project management / coordination role', 'Tertiary qualifications or equivalent experience are essential', 'Proven experience in managing projects with ability to multitask', 'Experience in ', 'Agile Methodology', 'Knowledge of the following disciplines: project and program delivery, portfolio management, change management, infrastructure development management, vendor management, financial management', 'Technical proficiency in hardware and system software, as well as experience implementing packages and working with vendors', 'Good verbal and written communication skills, as well as ability to present and explain technical information in a way that gains understanding', 'Strong teamwork and interpersonal skills', To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Charles Chan - Talent Fields\xa0""]""",Senior,Not Specified,-1,"Full Time, Contract",Not Specified,/hk/en/job/senior-it-business-analyst-up-to-78k-agile-permanent-100003008814894,"Information Technology (IT), IT Project Management / Team Lead",Human Resources Management/Consultancy,10-15-2021,50,NULL,NULL,NULL,NULL,NULL,1,NULL
Artificial Intelligence (AI) / Machine Learning (ML) Engineer,PeopleLink Services Limited,NULL,HK$45K - 55K /month ,50000,45,55,"['AI/ ML, Python or R, Machine Learning Framework', 'Participate in AIML project development', 'large scale organization good remuneration package']","['Our Client is looking for high calibre to join their AI/ML development team.', 'Job Duties:', 'Participate in system design and define coding best practice from user requirement', 'Liaise with internal technical teams to outline architectural standards and development roadmaps', 'Perform coding in application development, UAT and implementation', 'Closely work with external vendors to ensure deliverables meet expectations', 'Provide maintenance, support and system review for improvement', 'Job Requirements:', 'Degree Holder in Information Technology, Computer Science, or equivalent', '3-5 years of experience in AI/ML related development with Python/R', 'Hands on experience with containerize tool such as Docker and Kubernetes (K8S)', 'Participated in project development cycle with machine learning frameworks', 'Applied AI/ML knowledge in one of the following tasks will be an advantage:', 'Data Lake / Data Platform', 'Chatbot', 'Recommendation Engine', 'Speech Recognition', 'Good communication skill in both Cantonese, English', 'Candidates with more experience as a team lead / project lead will be considered as Technical Lead']",Entry,Not Specified,-1,"Full Time, Permanent",http://www.peoplelink-group.com/,/hk/en/job/artificial-intelligence-ai-machine-learning-ml-engineer-100003008795725,"Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist",Human Resources Management/Consultancy,10/6/2021,50,NULL,NULL,NULL,1,1,NULL,NULL
ERP Business Analyst/Consultant,GrammyTech Limited,['danielmo @grammytech.com'],HK$30K - 70K /month ,50000,30,70,"['ERP/SCM/HR/Financial Accounting', 'Implementation services', 'Business Analysis']","['Our client, one of the largest enterprises in Hong Kong, is looking for ERP Business Analyst/Consultant', 'Requirements:', '\xa0Degree holder in Computer Science or related disciplines', '\xa0', 'Familiar with Standard Application Software package\xa0', 'Business analysis or application implementation experience in Financial Accounting, Human Resources, or Supply Chain', 'Experience in either MS Dynamics or Oracle EBS a plus', 'Candidate with more experience can be considered as Project Manager\xa0\xa0', 'Interested parties, please send your full resume in word format together with salary expectation to danielmo @grammytech.com']",Entry,Not Specified,-1,"Full Time, Permanent",http://www.grammytech.com,/hk/en/job/erp-business-analyst-consultant-100003008796098,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting",Human Resources Management/Consultancy,10/6/2021,50,NULL,NULL,NULL,NULL,NULL,1,NULL
Senior IT Business Analyst - up to 85k (Agile / Salesforce - Permanent),Talent Fields Hong Kong Company Limited,NULL,HK$45K - 55K /month ,50000,45,55,"['Team Management', 'Perm role', 'Experience implementing and working with vendors']","['Principal Accountabilities:\xa0 \xa0 \xa0\xa0', 'The Project Manager is accountable to infrastructure steering committee, Project Manager (I and project management practice manager to:', 'Manage a pool for both internal and external resources to design, build the platform and services and implement them to production on time, within budget and with good quality.\xa0', 'Collaborate with Project Management Practice Manager to implement project management practice across all IT projects', 'Adopt necessary standard and best practices for project management and ensure compliance', 'Plans, directs and coordinates activities of infrastructure projects to ensure that goals or objectives of projects are accomplished within prescribed time frames and funding parameters', 'Collaborate with Infrastructure Architects to drive technology innovation to achieve CPAs \xa0strategic plan and business objectives', 'Collaborate with Enterprise Testing team to define the quality assurance test plans that meet the company practices and standards.', 'Keep abreast of the latest trends in technology, ensure timely exploration and proactively communicate IMs position towards the introduction of relevant / key emerging technologies', 'Knowledge, Skills & Qualifications:', 'Minimum 9 years of IT experience with at least 7 years in project management / coordination role', 'Tertiary qualifications or equivalent experience are essential', 'Proven experience in managing projects with ability to multitask', 'Experience in ', 'Agile Methodology', 'Knowledge of the following disciplines: project and program delivery, portfolio management, change management, infrastructure development management, vendor management, financial management', 'Technical proficiency in hardware and system software, as well as experience implementing packages and working with vendors', 'Good verbal and written communication skills, as well as ability to present and explain technical information in a way that gains understanding', 'Strong teamwork and interpersonal skills', To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Charles Chan - Talent Fields\xa0""]""",Senior,Not Specified,-1,"Full Time, Contract",Not Specified,/hk/en/job/senior-it-business-analyst-up-to-85k-agile-salesforce-permanent-100003008806094,"Information Technology (IT), IT Project Management / Team Lead",Human Resources Management/Consultancy,10/11/2021,50,NULL,NULL,NULL,NULL,NULL,1,NULL
Junior Data Developer(Leading Corporate Bank ),Links International,NULL,HK$45K - 55K /month ,50000,45,55,"['Leading Corporate Bank', 'Data Developer', 'Hands on experience in SQL, Python, ETL']","['Junior Data Developer', 'Responsibilities', 'Application design, development, testing, implementation and support', 'Work with business stakeholders to identify business requirements and deliver solutions to multinational sites', 'Ensure deliverable quality and report development', 'Work on the end to end flow of a broad range of analytics use cases to deliver real business value', 'Perform programming for enhancement involving complex logic', 'Requirements', 'University degree in computer science or any other equivalent degree', '1 - 3 years work experience (Exclude Internship/ Placement experience)', 'Hands on experience in SQL, Python, ETL', 'Knowledge in cloud technologies and development will be a plus', 'Self-motivated and proactive with a strong sense of ownership and commitment', 'A good team player with excellent communication skills', 'Fluent in Cantonese and English, Mandarin is a plus']",Senior,Degree,2,"Full Time, Permanent",http://www.linksinternational.com/,/hk/en/job/junior-data-developer-leading-corporate-bank-100003008825430,"Information Technology (IT), Data Scientist",Human Resources Management/Consultancy,10-19-2021,50,1,1,NULL,1,NULL,NULL,NULL
"Assistant Manager, IT Infrastructure/ Database Admin (<55k)",ConnectedGroup Limited,NULL,HK$45K - 55K /month ,50000,45,55,"['Well established property developer in HK.', 'Team of 4-5. Chance to step up to management lv.', 'Focus on Oracle (Data Guard), MS SQL, MongoDB']","['Our client is a well established and stable property developer here in Hong Kong. To support the operation of their data administration team, they are currently looking for an Assistant Manager to manage the database team operation and projects.', 'Job functions:', 'Reporting to the Senior Manager, will act as a key person to manage the operations and projects of the database team', 'Manage and tackle database infrastructure risks, assumptions, issues, dependencies, and schedules', 'Engage with external third party in providing 24x7 support on database administration', 'Analyze the requirements on database architecture & operation from senior stakeholders', 'Provide technical advice to Information Technology colleagues on the use of the database technologies', 'Job requirements:', 'Bachelor Degree holder in Computer Science, Information Technology or related discipline', 'At least 8 years working experience in database administration area', 'Solid working experience on Oracle (Data Guard), Microsoft SQL Server (AlwaysOn Availability Group), MySQL MongoDB is essential', 'Knowledge on cloud-based database services, data analytic tools, ETL tools will be a great advantage', 'Good command in Cantonese & English', 'Interested individuals can press apply now and please send your CV in WORD format. Feel free to contact Shirley Lam at +852 3972 6563 for more information.', 'For a more comprehensive list of our vacancies, please visit: www.connectedgroup.com']",Senior,Degree,8,"Full Time, Permanent",http://www.connectedgroup.com,/hk/en/job/assistant-manager-it-infrastructure-database-admin-%3C55k-100003008817067,"Information Technology (IT), DBA, Hardware, IT Project Management / Team Lead",Human Resources Management/Consultancy,10-15-2021,50,1,NULL,NULL,NULL,NULL,NULL,NULL
MS SQL Specialist ( 5+ Years ),Osmium Consulting Group Limited,NULL,HK$35K - 55K /month ,45000,35,55,"['Guaranteed Bonus', 'Stable Career', 'Chill Working Environment']","['Responsibilities:', 'Design and develop Data Warehouse using MS SQL', 'Conduct data analysis to understand the data quality of the source data and verifying the data logics;', 'Write SQL and adopt functions / libraries in MS SQL to perform data transformation from source data to Data Warehouse;', 'Conduct performance tuning of the database and data transformation', 'Requirements:', 'Higher Diploma holder or above in Information Technology or Computer Science or related discipline', 'With at least 5 years IT experience', 'With at least 3 years experience in implementing Enterprise Data Warehouse with MS SQL', 'Strong troubleshooting and problem solving skills', 'Well-organized and strong sense of responsibility', 'Independent, self-motivated and good communication skills', 'Good knowledge of computer hardware and software', 'Familiar with Microsoft products', 'Must possess excellent communication skills in Cantonese and English', 'Immediately available is an advantage']",Middle,Degree,-1,"Full Time, Permanent",Not Specified,/hk/en/job/ms-sql-specialist-5-years-100003008825309,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System",Human Resources Management/Consultancy,10-19-2021,45,1,1,NULL,NULL,NULL,NULL,NULL
CI/CD Consultant ( 5+ Years ),Osmium Consulting Group Limited,NULL,HK$35K - 55K /month ,45000,35,55,"['Guaranteed Bonus', 'Stable Career', 'Chill Working Environment']","['Responsibilities:', 'Design, architect, build and maintain CI/CD pipelines', 'Align strategy and framework with customers', 'Perform development of the CI/CD solutions with reference to best practices to improve the reusability', 'Develop automation and monitoring tools for different environment', 'Create and maintain CI/CD guidelines & corresponding documentations', 'Requirements:', 'Higher Diploma holder or above in Information Technology or Computer Science or related discipline', 'With at least 5 years IT experience', 'With at least 2 years experience in designing and implementing CI/CD using Jenkins, GIT, Sonarqube, Fortify, Jforg, UrbanCode or similar product', 'Strong troubleshooting and problem solving skills', 'Well-organized and strong sense of responsibility', 'Independent, self-motivated and good communication skills', 'Good knowledge of computer hardware and software', 'Must possess excellent communication skills in Cantonese and English', 'Immediately available is an advantage']",Middle,Degree,-1,"Full Time, Permanent",Not Specified,/hk/en/job/ci-cd-consultant-5-years-100003008825302,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System",Human Resources Management/Consultancy,10-19-2021,45,NULL,1,NULL,NULL,NULL,NULL,NULL
"Business Analyst, Regulatory Reporting & Projects Implementation (renewable 12 months contract)",Global Associates,"['jackie.wong @globalassociates.com', 'cv @globalassociates.com']",HK$35K - 55K /month ,45000,35,55,"['Accounting regulatory reporting exp SAP', 'project skills, SIT & UAT', 'Exp in HKMA, MAS, APAC regulators, Basel']","['Duties:', '- Responsible for the Regional (APAC) regulatory reporting projects', '- Drive the user requirement gathering process and the analysis\xa0', '- Identify the regulatory and accounting projects priority constraint\xa0', '- Guide various project actors through the functional documentation', '- To perform or support system testing: SIT & UAT', '- Assist Project Managers on the complexity of proposed design, estimation on workload or timelines for the team', '- Provide system enhancement & production supports', '- Liaize with related parties: IT, Operations, Front Office etc to resolve the incident in a timely manner', 'Essential skills', '- Background in Finance with an understanding in accounting principles', '- Understanding of banking operations, systems and front to back system framework', '- Good problem solving skills', '- Ability to multi-task and meet deadlines under pressure', 'Qualifications:', '- Degree in Accounting, Computing, Information System or Finance etc', '- 5 years+ experience in Banking', '- Project experience as the Lead user / project team', '- Knowledge in Accounting System: SAP', '- CPA/ CFA qualification but not mandatory', '- Good to have exposure in Regulatory Reporting: HKMA, Other APAC regulators, Basel rules', '- Good to have experience: Data warehousing / BI Reporting, Data Modelling\xa0', '- MS Access, Excel Macro, programming language', '- Business travel may required', 'Please send your CV in word with salary information to Ms. Jackie WONG:', 'jackie.wong @globalassociates.com and cc to ', 'cv @globalassociates.com']",Middle,Degree,5,"Full Time, Contract",http://www.globalassociates.com,/hk/en/job/business-analyst-regulatory-reporting-projects-implementation-renewable-12-months-contract-100003008826256,"Accounting, Financial Analyst, Banking / Finance, Analyst, Information Technology (IT), IT Project Management / Team Lead",Human Resources Management/Consultancy,10-19-2021,45,NULL,1,NULL,NULL,NULL,1,NULL
"Senior Business Analyst  / Solution Architect (perm role, MNC company, 50k-80k)",Linkers International Limited,NULL,HK$35K - 55K /month ,45000,35,55,"['5 days work, Perm role in a MNC company', 'Excellent client facing skills', 'Can offer 50k-80k + bonus +International exposure']","['THE JOB', 'Provide application expertise to customers and implementation partners', 'Gather information required for implementation', 'Analyse customers requirements and propose/document design for configuration', 'Configure implemented systems to suit customers need', 'Identify and resolve issues and conflicts during implementation.', 'Prepare test plan and detailed test cases/scripts for test execution', 'Support customer roll-out and the delivery of training sessions', 'Proactively manage resource allocation and execution plans to secure project goals and objectives.', 'Continuously manage changes in scope, identify potential risks, and implement contingency plans.', 'THE PERSON', 'Excellent client facing skills', 'Strong interpersonal skills and strong written and oral communication skills', 'Strong in writing business system requirements as well as functional specification documents', 'Excellent verbal and written communication skills in English', 'Solid experience in enterprise systems implementation in retail and consumer products businesses', 'Ability to effectively prioritize and execute tasks in a high-pressure environment is crucial', 'Excellent organizational and time management skills', 'Good working knowledge of relational databases and proficient in SQL programming', 'Knowledge in Agile methodology and development, particularly Scrum or Kanban', 'Scrum Master experience is an advantage', 'Bachelors degree or above', '5 years of business analysis experience in enterprise software implementation, preferably working in retail or consumer products companies', 'To apply online, \xa0please click the Apply button below. For a confidential discussion about this role please contact us on +852 2391 2813.', 'Personal data collected will be used for recruitment purposes only.']",Middle,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/senior-business-analyst-solution-architect-perm-role-mnc-company-50k-80k-100003008811743,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development",Human Resources Management/Consultancy,10/12/2021,45,1,1,NULL,NULL,NULL,1,NULL
Digital Optimization Analyst - FX / Fintech,Links International,NULL,HK$35K - 45K /month ,40000,35,45,"['Develop CRO strategies', 'Digital savvy, analytic, testing tools', 'International exposure']","['Our client is a leading Forex Trading Company. They are looking for Digital Optimization Analyst to join their team. Experienced candidates can be considered as Senior Analyst.', 'Job Description', 'Assist the development and execution of the overall digital optimization strategy & regional conversion rate optimization (CRO) strategy for regional markets', 'Suggest changes, testing programs, define requirements, tasks, resources associated, prioritize projects and create roadmap to execute CRO strategies', 'Lead and manage Conversion Optimisation operational activities including content, landing page, device, channel optimization, and performance monitoring etc, including but not limited to A/B testing, multivariate testing (MVT), personalization and content targeting', 'Work closely with global digital team to perform data analysis and problem solving', 'Identify key risks, provide appropriate risk mitigation strategies', 'Job Requirement', 'Bachelor in Statistics, Business Administration, Marketing or related disciplines', '3+ years of relevant experience in AB testing and Multivariate testing (MVT), experiments, digital analytics or data insights either from agency or in-house', 'Knowledge in performance marketing, HTML/CSS, website adminstration', 'Experience in implementing tags using GTM; working with digital tools, such as Analytics (Google Analytics, Tableau, Omniture), CMS (Sitecore, Adobe Experience Manager), and A/B testing tools (Google Optimize, Optimizely, etc)', 'Good communication skills and able to explain technical issues', 'Highly proficient in both English and Mandarin']",Middle,Degree,-1,"Full Time, Permanent",http://www.linksinternational.com/,/hk/en/job/digital-optimization-analyst-fx-fintech-100003008825310,"Information Technology (IT), DBA, Testing / QA, Marketing / Public Relations, Others",Human Resources Management/Consultancy,10-19-2021,40,NULL,NULL,1,NULL,NULL,1,NULL
Senior Analyst Programmer - VB.Net  HKD45K-55K  Fintech Projects,Endeavour Search Limited,NULL,HK$35K - 45K /month ,40000,35,45,"['Australian Listed Company', 'Fintech / Digital Transformation Projects', 'VB.NET skill is a MUST']","['Executive Summary:', 'Our client is a young growing technology solutions & consulting services provider with a strong presence in Asia Pacific regions. Due to increasing project demands, it is looking for a Senior Developer with solid experience in Microsoft Visual Studio (VB.Net) for one of its major projects in banking. The successful job holder will play a key role in software development, integration test, user support for a major digital transformation projects with banks.', 'Major Responsibilities:', 'Responsible for the software development, integration test, user support, and documentation', 'Interact with users / BA team to collect the system upgrade/enhancement requirements.', 'Carry out a feasibility study and impact analysis for new requirements.', 'Review the existing program specifications and assist in document updates.', 'Estimate the effort and delivery timeline.\xa0', 'Perform system and program development and enhancements.', 'Prepare a testing environment to support SIT / UAT when required.', 'Coordinate with IT and user team on system deployment arrangement.', 'Support tasks in functional analysis, system design, programming, system integration, and user testing.', 'Provide regular progress update and assist the team leader in performing various project tasks', 'Other Ad-hoc duties when required', 'Skills and Qualification', 'Higher diploma, degree or above in Information Technology/ Information System/ Computer Science or related discipline.', 'At least 2-3 years of relevant experience and at least 1 year in the Banking and Finance sector.', 'Solid experience in Microsoft Visual Studio (VB.Net, C#), MS SQL server 2012, VBA, Crystal Report.', 'Knowledge of Visual Basic (6.0), DEV Express for Visual Studio, IBM Lotus Notes objects, Attachmate MyExtra, VHI, SQL Server Reporting Service is a plus', 'Demonstration of good communication and presentation skills', 'Possess analytical mindset and problem-solving skills', 'Good spoken and written skills in Chinese and English.', 'Must be a team player; self-initiative and pro-active', 'To apply, please send your CV in word document to peter(a)endeavourasia.com or call Peter at 3956-1828 for a confidential discussion.']",Middle,Degree,2,"Full Time, Permanent",http://www.endeavourasia.com/,/hk/en/job/senior-analyst-programmer-vb-net-hkd45k-55k-fintech-projects-100003008822604,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting",Human Resources Management/Consultancy,10-19-2021,40,1,NULL,NULL,NULL,NULL,1,NULL
Senior Business Analyst,Talent Fields Hong Kong Company Limited,NULL,HK$35K - 45K /month ,40000,35,45,"['5 years of experience as a Business Analyst', 'Digital Transformation', 'Business Process Streamlining']","['Summary', 'The successful candidate will participate in a Digital Transformation Project for the largest telecommunications company in Hong Kong  to understand and analyze requirements and existing business practices/ business process flows, improve and optimize them according to todays technology and translate them for project development/execution.', 'Job Duties', 'He / She will be responsible for performing detailed requirements analysis and documenting processes with the following scope of duties:', 'Evaluate business processes, anticipate requirements and uncover areas for improvement', 'Perform requirements collection and analysis', 'Perform Gap Analysis to check the compatibility of the existing system infrastructure with the new business requirements', 'Facilitate the discussion and negotiation of requirements amongst stakeholders', 'Lead ongoing review of business processes and develop optimization strategies', 'Gather critical information from meetings with various stakeholders and produce useful documents', 'Translate requirements into functional demands for implementation', 'Work with business on subsequent change management', 'The Person', 'University graduate in Information Technology, Computer Science, Business Administration or related disciplines', 'At least 5 years of experience as a Business Analyst with expertise in business process analysis, business requirements, and business analysis in the field of Telecom.', 'Experience in one or more of the following business domains is a must.', 'Order Management', 'Supply Chain', 'Retail', 'Telco Product Catalogue', 'Telco Fixed Line', 'Business Performance', 'Proficient in business process modeling, documentation and customer experience journey', 'In-depth knowledge of creating use case, activity, logical, component and deployment views with rational tools to extract business process flows and workflows thereby helping development and quality assurance teams in understanding the requirements.', 'Results-oriented mindset', 'Good at meeting facilitation with excellent interpersonal skills', 'Highly prefer experience of being an agile practitioner either as a product owner or as a scrum team member, with strong capability in structuring of requirements in the form of epics/user stories', 'Cantonese speaking is a must', 'Good command of spoken and written English', 'Candidate with less experience will be considered as Senior Business Analyst or Business Analyst']",Entry,Degree,4,"Full Time, Permanent",Not Specified,/hk/en/job/senior-business-analyst-100003008838406,"Information Technology (IT), IT Management",Human Resources Management/Consultancy,10-22-2021,40,NULL,1,NULL,NULL,NULL,1,NULL
Assistant Manager / Sr Business Analyst - IT Applications,Nigel Frank International,NULL,HK$35K - 45K /month ,40000,35,45,"['business analyst, project & vendor management', 'end-to-end implementation (CRM /POS/ ERP)', 'Regional roll-out project, MNC, in-house']","['My client, a famous MNC retail Group (800+ shops in Asia), they are looking for an experienced Senior Business Analyst/ Assistant Manager to join their regional Retail IT team. This is a fantastic chance to work with people from different nationality / culture with opportunities for career development.', 'Responsibilities:', 'Oversee the design and implementation process, work with IT functional teams for system implementation matters and sustainable customization works', 'Assist Senior IT Manager to manage the retail applications projects (CRM systems, POS systems, API platform, real-time solutions and store related systems) implementation, monitor and review vendor performance.', 'Responsible for business requirements research, collection, analysis, integration and documentation', 'Liaise with both key internal and external stakeholders, assist to propose latest store solutions to the management to improve the whole applications', 'Post-implementation support of business applications.', 'Tackle ad-hoc issues and requests within the team and seek for solution;', 'Requirements:', 'Degree in IT, Computer Science or related disciplines', 'Good knowledge of Retail Applications System, especially for CRM, POS, ERP and related projects, familiar with process of SDLC.', 'Proven IT leadership and project delivery experience, solid skills of project management, incident and problem management.', 'Proficiency in practising recognized standards such as SDLC, Agile', 'Able to communicate effectively with different levels of stakeholders and parties.', 'Self motivated and able to work under minimal supervision, good team player and problem solving skill.', 'Good command of both written and spoken English and Chinese.', 'This position is fresh to the market and is being filled exclusively by Nigel Frank International. If you are interested and qualified, send your resume to ', '[email\xa0protected]', ' or call me +852 3018 0380.']",Senior,Degree,6,"Full Time, Permanent",Not Specified,/hk/en/job/assistant-manager-sr-business-analyst-it-applications-100003008814151,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Human Resources Management/Consultancy,10-13-2021,40,NULL,NULL,NULL,NULL,NULL,1,NULL
Business Analyst /Senior Business Analyst,Nigel Frank International,NULL,HK$30K - 45K /month ,37500,30,45,"['Inventory/Warehouse/Order Management', 'SQL skills', 'RPA / EDI / AI']","['Job Description', 'My client, one of the biggest companies in its service industry (this is an in-house position), is seeking a Business Analyst/Senior Business Analyst for their internal IT team! This is a new position which just come out to the market!', 'Role & Responsibilities', 'Involved in SDLC of business or technical requirements to design Functional Requirement related document.', 'Involved in reviewing current business flow and create future business process mapping with technical design.', 'Involve in managing Oracle related ERP projects.', 'Involved in working closely with software or IT team and responsible to support business operations.', 'Responsible in preparing related test plan and carry out User Acceptance Test (UAT).', 'Skills & Qualifications', 'Preferably degree holder in Computer Science or related disciplines.', 'Preferably 2 years and above experience in SQL, Oracle ERP or Supply Chain modules.', 'Experience with EDI, RPA, AI enabled environments.', 'Preferably candidate familiar with PL/SQL.', 'Preferably candidate with support experiences.', 'Fluent in spoken and written English and Chinese', 'This is a fantastic opportunity and great project to work with 5 working days a week, comprehensive remuneration packages. If you think this role is suitable for you please apply here or reach me at +852 3018 0383 (Vivian Wong).']",Middle,Degree,-1,"Full Time, Permanent",Not Specified,/hk/en/job/business-analyst-senior-business-analyst-100003008814167,"Information Technology (IT), Support, IT Management",Human Resources Management/Consultancy,10-13-2021,37.5,1,NULL,NULL,NULL,NULL,1,NULL
ETL Developer / Data Engineer - 5 days work perm role,Linkers International Limited,NULL,HK$30K - 45K /month ,37500,30,45,"['5 days work, perm role at sizeable company', 'Sizeable new project with 10 date team members', '30k-45k + bonus + medical insurance']","['Your role', 'The successful candidate will be responsible for design and set up projects that bring together information from a variety of sources, to enable analysis and decision-making. You make sure that data is accessible and easy to use, so that it can be used for routine and ad-hoc analysis', 'Responsible for ETL programming development, data warehouse maintenance, data integration projects.', 'Write SQL, PL/SQL to run queries and support data analysis work Job requirements.', 'To succeed in this role', 'Degree Holder or above in Computer Science or related disciplines with minimum 2 years of working experience in Data relevant area.', 'Solid knowledge on Oracle database, modelling, data cleaning, transformation, warehousing, data mart, and BI tools such as Microsoft Power BI;', 'Solid experience on development of data warehouse, ETL and BI.', 'Experience in Enterprise Data Warehouse and Business Intelligence;', 'Experience in Pension Business is preferred;', 'Proficiency in Oracle Database, Microsoft Power BI, SAP ADM Tools and Big Data', 'architecture is advantage;', 'Hands-on implementation skill on both ETL and BI Reporting', 'Passionate in data management, data analysis and business intelligence', 'Strong team player and with can-do attitude', 'Good command in English', 'Candidate with more experience would be considered as ', 'Data Engineer', ',', 'Experience in designing and delivering solutions within big data environments such as AWS, Mango DB etc.', 'Solid experience on Data Management or Data Engineering.', 'To apply online, \xa0please click the Apply button below. For a confidential discussion about this role please contact us on +852 2391 2813.', 'Personal data collected will be used for recruitment purposes only.']",Middle,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/etl-developer-data-engineer-5-days-work-perm-role-100003008818006,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Software Development, Data Scientist",Human Resources Management/Consultancy,10-16-2021,37.5,1,NULL,1,NULL,1,NULL,NULL
Major Banks: Data Warehouse (DataStage / Informatica / ETL) Programmer / AP / System Analyst,IT Solutions Limited.,['jobs @itsolutions.com.hk'],HK$20K - 55K /month ,37500,20,55,"['Major Banks', 'DW / BI Application Development', 'Knowledge in SQL & some ETL Tools']","['We are searching on behalf of Major Banks for a few high calibre\xa0', '\xa0', 'System Analysts', '\xa0', '/\xa0Analyst Programmers /\xa0', 'Programmers\xa0', 'to work on ', 'interesting\xa0', 'Data Warehouse / BI application development', ' projects ', 'using SQL,\xa0', 'IBM\xa0DataStage', ' ', 'and other Data Warehouse tools.', 'Responsibilities:', 'Work on data warehouse enhancement\xa0projects', 'Analyze user requirements', 'Application design & data warehouse ETL development\xa0using\xa0IBM DataStage and SQL', 'Requirements:', 'Degree in Computer Science or related discipline', '2 Year+ experience in ETL Development', 'Knowledge in\xa0IBM DataStage or\xa0Informatica is a big plus \xa0\xa0', 'With or without banking experience', 'Candidates with less experience will also be considered', '\xa0', 'Benefits:', 'Attractive remuneration will be offered to the successful candidate.', 'Excellent opportunity to further develop your professional skills in a Major Bank.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:', 'jobs @itsolutions.com.hk', '\xa0', 'or', 'Please click the ', 'Apply Now', ' button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.', 'Personal data collected will be used for recruitment purposes only.', 'IT Solutions Ltd.', 'Suite 2102', '21/F Lucky Building', '39 Wellington Street', 'Central, Hong Kong', '(P.S. We do not process applications from overseas for this position)']",Middle,Not Specified,2,Full Time,Not Specified,/hk/en/job/major-banks%3A-data-warehouse-datastage-informatica-etl-programmer-ap-system-analyst-100003008819280,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting",Information Technology,10-16-2021,37.5,1,1,NULL,NULL,NULL,1,NULL
Analyst Programmer / Senior Analyst Programmer / System Analyst (5 days work),Innovative Associate Technology Limited,NULL,HK$30K - 45K /month ,37500,30,45,"['Talented and Passionate in Software Programming', 'Work with teammate in different professional areas', 'Salary depends on the capability of the candidates']","['\xa0', 'Responsibilities:', '\xa0', 'Participating in Web and App platform implementation and system enhancements. Daily system maintenance, troubleshooting and periodically software deployment.', 'Requirements:', 'Degree/Diploma in Computing Science or equivalent.', 'Minimum 2 years of solid and relevant experience in software development is preferable.', 'Application with less experience may be considered as Programmer.', 'Willing to learn, self-initiative, sense of responsibility and interpersonal skill.', 'Salary range depends on the capability of the candidates.', 'For those experienced candidates, a senior position would be offered.', 'We offer fringe benefits including 5 days work, medical insurance, performance bonus and good career prospects.', 'Interested parties please send full resume in\xa0', 'MS', '\xa0', 'WORD format', '\xa0stating current salary, expected salary and availability to us or call 2466 9566 for details.', 'Web Site:\xa0', 'www.ia-technology.com', 'All information received will be kept in strict confidence and only for employment-related purposes.']",Middle,Postgraduate,2,"Full Time, Permanent, Contract",http://www.ia-technology.com,/hk/en/job/analyst-programmer-senior-analyst-programmer-system-analyst-5-days-work-100003008835630,"Information Technology (IT), Application Specialist - Software, Software Development",Information Technology,10-22-2021,37.5,NULL,NULL,NULL,NULL,NULL,1,NULL
